nroInscricao,nota,data,cidade,nomeEscola
17219,801.3,,,SECKLER MONSENHOR
16891,383.6,02/03/2016,Ceara-Mirim,PEDRO FERNANDES DE CAMA
17255,457.5,03/03/2016,Campos Sales,ESMEDIO CORONEL
17091,468,04/03/2016,Castelo,REGENTE FEIJO
17256,627.7,,,CLAUDIO RIBEIRO DA SILV
17257,364.3,,Brasilia,TANCREDO DO AMARAL
17258,,,Carapicuiba,CESARIO MOTTA DR
16775,413,,,VITORIO TOGNI CAPITAO
17220,415.9,09/03/2016,Valinhos,LUCIDIO MOTTA NAVARRO
17221,490.2,10/03/2016,,ACYLINO AMARAL GURGEL P
17092,622,11/03/2016,Taboao da Serra,HORACIO MANLEY LANE
17093,,12/03/2016,Bento Goncalves,FREDERICO MARCICANO
17259,558.8,13/03/2016,Uba,GERMANO NEGRINI PROFESS
17094,435.6,14/03/2016,,HUMBERTO VICTORAZZO PRO
17095,405,,Ribeirao das Neves,SALOMAO COLEGIO
17096,457.6,,Jacarau,EUCLIDES MARIA BORBA
17260,576,17/03/2016,Goiania,LINO VIEIRA RUIVO
17222,,18/03/2016,Belo Horizonte,LURDES PENNA CARMELO PR
17261,499.5,19/03/2016,Aiuruoca,ROQUE BASTOS PROFESSOR
17223,380.7,20/03/2016,Jaboatao dos Guara,EPAMINONDAS DE OLIVEIRA
17262,679.5,21/03/2016,,HONORINA RIOS DE CARVAL
17097,,22/03/2016,Francisco Beltrao,MARIA ANGERAMI SCALAMAN
16507,576.1,,Rio de Janeiro,LAURINDA VIEIRA PINTO P
16450,517,24/03/2016,Sao Carlos,ALTINA JULIA DE OLIVEIR
16561,463.4,25/03/2016,,JOAQUIM IZIDORO MARINS 
17157,768.8,26/03/2016,Teresina,JOSE ODIN DE ARRUDA PRO
19897,459.1,27/03/2016,Porto Velho,GENESIO MACHADO PROFESS
16776,,28/03/2016,Campo Limpo Paulis,EZEQUIEL MACHADO NASCIM
16777,,29/03/2016,Fortaleza,PORTO SEGURO VISCONDE D
16674,645.9,30/03/2016,Curitiba,VERGUEIRO SENADOR
16778,543.2,31/03/2016,Paulista,JULIO PRESTES DE ALBUQU
17944,459.2,01/04/2016,Salvador,FRANCISCO CAMARGO CESAR
17945,,02/04/2016,Sinop,ALTAMIR GONCALVES PROFE
17946,,03/04/2016,Brasilia,ACACIO DE VASCONCELLOS 
17992,569,,Frederico Westphal,FRANCISCO EUPHRASIO MON
17263,380,,Conceicao do Almei,HUMBERTO DE CAMPOS
18051,356.6,06/04/2016,Sao Paulo,JOAO CLIMACO DE CAMARGO
17947,,,Betim,FERNANDO PRESTES ETE
18052,,08/04/2016,Governador Valadar,BRIGADEIRO TOBIAS
16562,621.5,09/04/2016,Belo Horizonte,ARTHUR CYRILLO FREIRE D
17993,429.7,10/04/2016,,JOSE QUEVEDO PROFESSOR
17224,,11/04/2016,Natal,JOAO SOARES MONSENHOR
16619,548.3,12/04/2016,Feira de Santana,MONTEIRO LOBATO
16563,523.2,,,AGGEO PEREIRA DO AMARAL
17225,501.5,,,JOSE REGINATO PROFESSOR
16451,346.5,15/04/2016,,JULIO BIERRENBACH LIMA 
19166,392.7,16/04/2016,Pinhais,LAURO SANCHEZ PROFESSOR
17894,563.8,17/04/2016,Ituiutaba,LUIZ GONZAGA DE CAMARGO
19845,329.7,18/04/2016,,OCTAVIO NOVAIS DE CARVA
17226,461.9,19/04/2016,Feira de Santana,RUBENS DE FARIA E SOUZA
17227,722.1,,Fortaleza,ESCOLASTICA ROSA DE ALM
17410,502,,Bauru,OSSIS SALVESTRINI MENDE
17158,,22/04/2016,Lago da Pedra,ENEAS PROENCA DE ARRUDA
17228,,,Sao Paulo,ANTONIO MIGUEL PEREIRA 
17264,389,24/04/2016,Divinopolis,ARQUIMINIO MARQUES DA S
18431,446.4,25/04/2016,Queimados,LUIZ NOGUEIRA MARTINS S
18611,,26/04/2016,Varzea Grande,FRANCISCO COCCARO PROFE
17265,380.1,27/04/2016,Goiania,ANTONIO PADILHA
17159,,,Porto Alegre,EGILDO PASCHOALUCCI VER
17266,475.4,29/04/2016,Salvador,MARIA DA CONCEICAO OLIV
18612,364.4,,Diamantina,PLINIO RODRIGUES DE MOR
18999,,01/05/2016,,LUIZ ANTUNES
18613,433.3,02/05/2016,,ALTINA MAYNARDES ARAUJO
18262,403,03/05/2016,,JOSE TOMAS BORGES PROF
18263,,04/05/2016,Porto Alegre,ALDO ANGELINI
18264,456.8,05/05/2016,Bertioga,CESARIO CARLOS DE ALMEI
18894,444.7,06/05/2016,,QUINZINHO DO AMARAL
17411,,,Porto Alegre,LUIZ CAMPACCI
19898,473,,Barreiras,EUGENIO SANTOS
18943,563.1,,Sao Paulo,ELEUTERIO JOSE MOREIRA 
19107,536.4,10/05/2016,Altonia,JEFFERSON SOARES DE SOU
19049,,11/05/2016,Venancio Aires,JOAQUIM FRANCISCO DE MI
17098,488.7,12/05/2016,Pelotas,RENATO ANGELINI PROF
18094,,,Salvador,BARAO DE SURUI
18895,,14/05/2016,,CHICO PEREIRA
18944,544.7,,,JOAO FLORENCIO
18206,,16/05/2016,Entre Rios,ARTHUR DA SILVA BERNARD
18945,442.9,17/05/2016,Recife,ARY DE ALMEIDA SINISGAL
18946,580.6,18/05/2016,Anapolis,MARIO PEDRO VERCELLINO 
18947,368.7,,Manaus,ARISTEU VASCONCELLOS LE
18053,799.1,,Fortaleza,SALES GOMES ETE
19000,471.4,21/05/2016,Sao Carlos,ANTONIETA FERRARESE PRO
18095,440.6,22/05/2016,Rio Branco,ARMANDO RIZZO PROFESSOR
19001,469,,Sao Paulo,JOSE ERMIRIO DE MORAES 
19002,616.5,24/05/2016,Varginha,ODILON BATISTA JORDAO V
19050,,25/05/2016,Rio de Janeiro,ANCHIETA PADRE
17099,603.6,26/05/2016,,DANIEL VERANO PROFESSOR
17538,425.8,27/05/2016,Santa Luzia,MARIA PAULA RAMALHO PAE
17539,499.9,28/05/2016,,AFONSO VERGUEIRO DOUTOR
19950,477.5,29/05/2016,,GASPAR RICARDO JUNIOR D
19951,386.7,,Sao Luis,ANNA CUEVAS GUIMARAES
17895,,31/05/2016,Cravinhos,JOAO ROSA CORONEL
18948,479.5,01/06/2016,Planaltina,CARLOS AUGUSTO DE CAMAR
18949,379.6,,Anapolis,MARIA ANGELICA BAILLOT 
18782,375.1,03/06/2016,,PEDRO DIAS DE CAMPOS CO
18783,404,04/06/2016,,PEREIRA INACIO COMENDAD
17994,470.9,05/06/2016,Gloria do Goita,OCTAVIO SOARES DE ARRUD
17995,490.6,,Belo Horizonte,RISOLETA LOPES ARANHA P
19281,442,07/06/2016,Sao Paulo,SILVINO JOSE DE OLIVEIR
19282,505.9,08/06/2016,,SAO VICENTE DE PAULO
18896,838.4,,Brasilia,
18897,455.6,10/06/2016,Recife,ALCINDO SOARES DO NASCI
18898,385.7,11/06/2016,Belo Horizonte,INOCENCIO MAIA PROF
16564,434,,Sao Paulo,JOSE GABRIEL DE OLIVEIR
17651,460.3,13/06/2016,,JAYME DE BARROS CAMARA 
17100,426.7,14/06/2016,,CASTELO PEQUENO MUNDO E
17267,,15/06/2016,Cajamar,MARIA GUILHERMINA LOPES
19003,407.3,16/06/2016,Pocos de Caldas,ULISSES DE OLIVEIRA VAL
18784,452,,Camaqua,LUIZ ALVES CEL
18950,469.2,18/06/2016,Joao Pessoa,ANTONIO DE ARRUDA RIBEI
18785,442.9,19/06/2016,,ANDRE RODRIGUES DE ALKI
19625,,20/06/2016,Serrinha,ELISABETH STEAGALL PIRT
17709,,21/06/2016,Sao Paulo,THEREZINHA DE JESUS CAM
17948,,22/06/2016,Oeiras,MARIA JOSE DE MATTOS GO
17268,552.3,,Gravatai,MARIO PATARRA FRATTINI 
17996,453.3,24/06/2016,Rio de Janeiro,MAURA ARRUDA GUIDOLIN P
17997,381,,Cuiaba,JOAO DE CASTRO GONCALVE
17269,442.6,26/06/2016,Porto Alegre,MAGI MONSENHOR
17998,469.2,,,ARY MENEGATTO PROF
18054,,28/06/2016,Luziania,DELMIRA DE OLIVEIRA LOP
19739,,29/06/2016,Gramado,HEITOR PENTEADO DR
17270,464.9,30/06/2016,Viamao,DILECTA CENEVIVA MARTIN
16508,377.6,01/07/2016,Santa Helena,JOAO XXIII
17101,360.8,02/07/2016,Arapiraca,EMILIO ROMI COMENDADOR
16509,468.6,03/07/2016,,ANGELO CAMPO DALLORTO
18055,,04/07/2016,Sao Goncalo,GUIDO ROSOLEN
19788,,05/07/2016,Cuiaba,JOAO FRANCESCHINI
17831,688,06/07/2016,Formiga,MANOEL IGNACIO DA SILVA
17472,372.1,,,ANTONIO MATARAZZO PROF
19789,589,,Sao Paulo,JOAO THIENNE DR
19790,374.6,,Rio de Janeiro,WADIH JORGE MALUF
17949,487.3,10/07/2016,,JOAO SOLIDARIO PEDROSO 
19846,456.5,11/07/2016,Sao Jose dos Campo,OLYMPIA BARTH DE OLIVEI
18056,613.5,12/07/2016,Fortaleza,GERMANO BENENCASE MAEST
18148,427.4,13/07/2016,,FRANCISCO TOZZI DR
18057,392.3,,,JOAO PEDRO DE GODOY MOR
17832,527.6,15/07/2016,Arcoverde,CLODOVEU BARBOSA PROF
18899,399.8,,Aracaju,PEDRO DE TOLEDO
17778,569,17/07/2016,,IBRANTINA CARDONA
17779,465.6,18/07/2016,Recife,FENIZIO MARCHINI PROF
17780,468.5,19/07/2016,Juiz de Fora,PEDRO FERREIRA CINTRA P
17896,,20/07/2016,Curitiba,NOEDIR MAZZINI
17710,410.9,21/07/2016,Santa Rita,FRANCISCO DA SILVEIRA F
17712,577.8,22/07/2016,Boa Vista,LUIZ LEITE
17711,,23/07/2016,Petropolis,RANGEL PESTANA
17833,361.7,24/07/2016,Fortaleza,NELSON ALVES DE GODOY D
17102,392,25/07/2016,,CORIOLANO BURGOS DR
17950,405.8,,Ipuiuna,JOAO BELARMINO ETE
18058,,,Foz do Iguacu,ANTONIO CAIO
17897,,28/07/2016,Osasco,JULIO MESQUITA DR
3585,406,29/07/2016,,CAETANO MUNHOZ PREFEITO
3462,415.5,,,VICENTE RIZZO DR
3520,,31/07/2016,Sao Luis,JOVINO SILVEIRA DR
3636,439.5,,Aracaju,SYLVIO DE AGUIAR MAYA D
3521,,02/08/2016,Sao Paulo,MARIA DO CARMO DE GODOY
3637,424.3,,,ELVIRA SANTOS DE OLIVEI
3894,546,04/08/2016,Fortaleza,LOURENCO FRANCO DE OLIV
3250,396.3,,Sao Paulo,CELSO HENRIQUE TOZZI PR
3720,353.4,06/08/2016,Sao Luis,
3638,,07/08/2016,Belo Horizonte,NARCISO PIERONI
3522,,,Cariacica,OLIMPIO GONCALVES DOS R
3463,,09/08/2016,Ituverava,JOSE FRANCO CRAVEIRO
3353,448.6,10/08/2016,Ribeirao Pires,CASPER LIBERO
3523,,11/08/2016,Sao Luis,PAULO SILVA PROFESSOR
3524,,,Belo Horizonte,JOSE MAURICIO DA ROCHA 
3525,513.4,13/08/2016,,JOSE TAVARES PROFESSORA
3251,322.3,,Santana,ADELIO FERRAZ DE CASTRO
3985,,15/08/2016,Salvador,JOAO ERNESTO FIGUEIREDO
4044,499,16/08/2016,,ALMIRANTE SCHIECK CENTR
3943,,,Sao Luis,JOAO APOCALIPSE PROFESS
3944,778.6,,,FRANCISCO DEROSA
3586,,,Varginha,JOAO DE MORAES GOES
3639,411.3,20/08/2016,Joao Pessoa,ESTANISLAU AUGUSTO PROF
3721,440.7,21/08/2016,,MARIA DO CARMO BARBOSA 
3587,588.3,,Fortaleza,MATEUS NUNES DE SIQUEIR
3722,504,23/08/2016,Carambei,JOSE SIQUEIRA BUENO
4045,494.3,24/08/2016,,GABRIEL DA SILVA PROFES
3252,696.7,25/08/2016,Sao Jose dos Campo,ZILAH BARRETO PACITTI P
3253,321.4,26/08/2016,Sao Lourenco da Ma,FRANCISCO DAMANTE PROFE
3254,602.6,27/08/2016,,CIRCE TEIXEIRA MUSA E S
3255,388.3,28/08/2016,Duque de Caxias,
3256,427.4,29/08/2016,Sao Paulo,JOSE GUILHERME
3588,340.8,30/08/2016,Novo Hamburgo,FRANCISCO DE ASSIS GONC
3589,397.1,31/08/2016,Caetite,ALCINDO BUENO DE ASSIS 
3590,640.3,01/09/2016,Petropolis,FRANCISCO DE AGUIAR PEC
3464,433.3,02/09/2016,Recife,ISMAEL AGUIAR LEME
3768,392,,Porto Alegre,JUVENAL ALVIM MAJOR
3257,606.7,04/09/2016,Bom Jesus do Itaba,JOSE ALVIM
3769,634.4,,Juiz de Fora,CASTORINA CAVALHEIRO DO
3258,453.9,,,FIRMINO GONCALVES SILVE
3770,610.3,07/09/2016,Sao Paulo,ANTONIO ALVES ARANHA PR
3986,541.7,08/09/2016,Serra,EDINA APARECIDA BAMPA D
3315,,09/09/2016,Toledo,FRANCISCO BARRETO LEME
4046,434.2,,Rio Verde,CECILIA PEREIRA PROFESS
4047,,11/09/2016,Aracruz,LUIS GONZAGA DE MOURA M
4048,425.3,,Lencois Paulista,AMERICO BELLUOMINI PROF
3895,399.3,13/09/2016,Fortaleza,CRISTIANO VOLKART
3838,664.7,14/09/2016,Livramento de Noss,AUREA ANUNCIACAO AMERIC
3723,669.8,15/09/2016,Duque de Caxias,CYRO DE BARROS REZENDE 
3771,427.3,16/09/2016,Viamao,JOSE LEME DO PRADO PROF
3724,374.1,17/09/2016,Buritis,
3725,563.4,18/09/2016,Natal,ANA RITA GODINHO POUSA 
3896,657.5,19/09/2016,Santa Rita do Sapu,JOSE VILAGELIN NETO PRO
3945,,20/09/2016,Imperatriz,
3897,,21/09/2016,,JOAO LOURENCO RODRIGUES
3987,450.1,,,FRANCISCO GLICERIO
3898,538.3,23/09/2016,Caieiras,LUIZ GALHARDO PROFESSOR
3988,327.1,24/09/2016,Ibia,ADALBERTO PRADO E SILVA
3946,,25/09/2016,Betim,THOMAS ALVES DOUTOR
3989,458.6,26/09/2016,Sao Paulo,ADALBERTO NASCIMENTO
3839,496.9,27/09/2016,Duque de Caxias,JOAO NERY DOM
3947,663.1,,Sao Bernardo do Ca,CARLOS GOMES
3772,,,Mutum,ANIBAL DE FREITAS PROFE
15819,491.9,,Maceio,CULTO A CIENCIA
13857,542.3,01/10/2016,Bezerros,GUSTAVO MARCONDES
13858,,02/10/2016,Campo Bom,ARTUR SEGURADO
13859,,03/10/2016,Brasilia,OROSIMBO MAIA
13710,428.5,04/10/2016,Caxias do Sul,BENTO QUIRINO ETE
13711,673.6,05/10/2016,Sabinopolis,REGINA COUTINHO NOGUEIR
13712,361.1,06/10/2016,,JOAQUIM FERREIRA LIMA P
13860,,07/10/2016,,PATRIARCA DA INDEPENDEN
13861,365.9,08/10/2016,,BENEDITO SAMPAIO PROFES
13862,383,09/10/2016,,FABIO FARIA DE SYLLOS P
13755,,10/10/2016,Minas do Leao,MILTON DE TOLOSA PROFES
13756,683.3,11/10/2016,Recife,MARCELINO VELEZ PROFESS
13713,418.6,12/10/2016,Crato,LAIS BERTONI PEREIRA PR
13757,,13/10/2016,Salvador,LUIZ GONZAGA DA COSTA P
13758,535,14/10/2016,Francisco Morato,MALLET MARECHAL
13863,445.7,15/10/2016,Sao Paulo,GERALDO DE REZENDE BARA
13759,460.3,16/10/2016,Rio Grande,31 DE MARCO
13864,,17/10/2016,Hortolandia,SOPHIA VELTER SALGADO P
13714,469.8,18/10/2016,,ARY MONTEIRO GALVAO PRO
13865,438.2,,Fortaleza,DJALMA OCTAVIANO PROFES
13866,389.6,20/10/2016,,JOSE MARIA MATOSINHO
13760,623.1,21/10/2016,Barreira,JOSE PEDRO DE OLIVEIRA
13867,456.7,22/10/2016,Jacarei,JULIO MESQUITA
13868,427.3,23/10/2016,,CELESTINO DE CAMPOS PRO
13869,373.7,24/10/2016,Limeira,CARLOS CRISTOVAM ZINK P
13870,658.8,25/10/2016,Belo Horizonte,JOAQUIM PEDROSO DE ALVA
13761,482.6,,,AUREA MOREIRA DA COSTA 
13871,475.2,27/10/2016,Goiania,BENEDITA WAGNER CAMPOS 
13872,422.9,28/10/2016,Potim,GERALDO ENEAS DE CAMPOS
13715,572.9,29/10/2016,Sao Paulo,HELENA DE CAMPOS CAMARG
13590,475.9,30/10/2016,Alexania,JOSE DE CAMARGO BARROS 
13762,383.7,,,DOMINGOS FERREIRA CEL
13873,734.5,,Aguas Formosas,JOSE DOS SANTOS PADRE
13763,475.3,02/11/2016,Sao Gotardo,ANDRE FORT PROFESSOR
13874,574.5,,Abaira,ANTONIO VILELA JUNIOR P
13875,536.7,04/11/2016,Petrolandia,ELIAS MASSUD DOUTOR
13764,678.3,05/11/2016,Rio de Janeiro,FRANCISCO DE ARAUJO MAS
13765,,06/11/2016,Barueri,EMILIO JOSE SALIM MONSE
13591,,07/11/2016,Colatina,ATALIBA NOGUEIRA BARAO
13766,673.5,08/11/2016,Recife,CARLOS LENCASTRE PROFES
13592,389.5,,Rio de Janeiro,HERCY MORAES PROFESSORA
13716,629,,,DOM BARRETO
13767,414.9,11/11/2016,Fazenda Rio Grande,FELIPE CANTUSIO
13717,,12/11/2016,Fortaleza,CASTINAUTA DE BARROS ME
13768,,13/11/2016,Gravatai,MANOEL ALEXANDRE MARCON
13593,646.6,14/11/2016,Ipatinga,JOAO GUMERCINDO GUIMARA
13718,,15/11/2016,Presidente Prudent,HELIO CERQUEIRA LEITE P
13876,463.1,,,JOSE CARLOS NOGUEIRA RE
13877,507.9,17/11/2016,,FRANCISCO ALVARES PROFE
13769,685.8,18/11/2016,,VITOR MEIRELLES
13770,372,19/11/2016,Macaiba,CARLOS FRANCISCO DE PAU
13771,498,,Lauro de Freitas,PORPHYRIO DA PAZ GENERA
13878,694.1,21/11/2016,Guarapari,RANDOLFO MOREIRA FERNAN
13879,328.8,,Maceio,NORBERTO DE SOUZA PINTO
13772,532.5,23/11/2016,Palmas,GUIDO SEGALHO
13892,347.1,24/11/2016,Manaus,CONSUELO FREIRE BRANDAO
13594,491.6,,Salvador,MOYSES HORTA DE MACEDO 
10295,400.9,09/08/2008,Chapeco,AUREA MOREIRA DA COSTA 
10296,,,Ribeirao das Neves,BENEDITA WAGNER CAMPOS 
10190,626.6,11/08/2008,,GERALDO ENEAS DE CAMPOS
10297,527.4,12/08/2008,Macaiba,HELENA DE CAMPOS CAMARG
10014,463.9,13/08/2008,Tijucas,JOSE DE CAMARGO BARROS 
10015,507.3,14/08/2008,Coroados,DOMINGOS FERREIRA CEL
10016,,,Itajai,JOSE DOS SANTOS PADRE
10191,498.7,16/08/2008,Suzano,ANDRE FORT PROFESSOR
10192,602.4,17/08/2008,Sao Paulo,ANTONIO VILELA JUNIOR P
10193,350.3,18/08/2008,Brasilia,ELIAS MASSUD DOUTOR
10017,665.5,19/08/2008,Pedro Leopoldo,FRANCISCO DE ARAUJO MAS
10129,628.7,20/08/2008,Belem,EMILIO JOSE SALIM MONSE
10194,438.3,21/08/2008,Rio de Janeiro,ATALIBA NOGUEIRA BARAO
10195,604,22/08/2008,Brasilia de Minas,CARLOS LENCASTRE PROFES
10298,478.9,23/08/2008,Araras,HERCY MORAES PROFESSORA
10018,479.9,24/08/2008,Petrolina,DOM BARRETO
10196,388.3,25/08/2008,,FELIPE CANTUSIO
10299,377.5,26/08/2008,Inhumas,CASTINAUTA DE BARROS ME
10197,370.2,27/08/2008,Carapicuiba,MANOEL ALEXANDRE MARCON
10300,587.5,,Belo Horizonte,JOAO GUMERCINDO GUIMARA
10198,584.5,29/08/2008,Casinhas,HELIO CERQUEIRA LEITE P
10019,469.6,30/08/2008,Goiania,JOSE CARLOS NOGUEIRA RE
10373,580.1,31/08/2008,Chapeco,FRANCISCO ALVARES PROFE
10020,328.8,01/09/2008,Suzano,VITOR MEIRELLES
10021,,02/09/2008,Sao Paulo,CARLOS FRANCISCO DE PAU
10374,533.4,03/09/2008,Lagoa Seca,PORPHYRIO DA PAZ GENERA
10130,379.1,04/09/2008,Goiania,RANDOLFO MOREIRA FERNAN
10131,,05/09/2008,Petropolis,NORBERTO DE SOUZA PINTO
10022,592.7,06/09/2008,Barra Mansa,GUIDO SEGALHO
10132,,07/09/2008,Sao Caetano do Sul,CONSUELO FREIRE BRANDAO
10133,745,08/09/2008,,MOYSES HORTA DE MACEDO 
10023,,09/09/2008,Ararica,FRANCISCO RIBEIRO CARRI
10134,414.5,10/09/2008,Santa Cruz Cabrali,ALFREDO GUEDES
10135,444.4,11/09/2008,Redencao,JOAO DE MOURA GUIMARAES
10301,,12/09/2008,Cabo Frio,ANTONIO DIAS PASCHOAL P
10302,408,,,DONIZETTI TAVARES DE LI
10136,442.1,14/09/2008,Sao Paulo,JUSTINO GOMES DE CASTRO
10137,620.4,,,BENJAMIN BASTOS
10375,,16/09/2008,Rubiataba,GILBERTO GIRALDI
10303,,,Rio de Janeiro,STELLA COUVERT RIBEIRO 
10304,,18/09/2008,Contagem,ALEXANDRE FLEMING
10305,404.4,19/09/2008,,HILDA SILVA PROFESSORA
10306,492.9,20/09/2008,Mogi das Cruzes,GENY GOMES DONA
10376,352.2,21/09/2008,Osasco,JOAO GABRIEL RIBEIRO DO
10307,438,22/09/2008,,CANDIDO RODRIGUES DOUTO
10308,,23/09/2008,Aparecida de Goian,RITA DE MACEDO BARRETO 
10377,475.9,24/09/2008,Ituiutaba,JORGE LUIZ ABICHABKI PR
10309,473.3,25/09/2008,Santa Luzia,EUCLIDES DA CUNHA
10310,,,Rio de Janeiro,TARQUINIO COBRA OLYNTHO
10311,445.8,27/09/2008,Duque de Caxias,BARAO DE MONTE SANTO
10312,518.2,,Manaus,OSCAR VILLARES
10313,391.9,29/09/2008,Fortaleza,BENEDITO FERRAZ BUENO P
10024,596.4,30/09/2008,Aracaju,JOAO CID GODOY PROFESSO
10378,739.8,,Varzea Grande,RUBIAO JUNIOR DOUTOR
10209,443.9,02/10/2008,Ribeirao Preto,EDUARDO VICENTE NASSER 
10314,,03/10/2008,Fortaleza,OSCAR WALDOMIRO DE VASC
10138,386.4,,Santana do Matos,LAURO DE ARAUJO
10315,511,05/10/2008,Tenente Laurentino,CANDIDO LOBO DR
10210,665,06/10/2008,Paulista,FRANCISCO EUGENIO DE LI
10379,,07/10/2008,,FRANCISCO NOGUEIRA DE L
10139,690.3,08/10/2008,Sao Paulo,FERNANDO MAGALHAES PROF
10502,,09/10/2008,Cacapava,
10211,409.3,10/10/2008,Natal,FRANCISCO GARCIA ETE
10380,,11/10/2008,Rondonopolis,FRANCISCO THOMAZ DE CAR
10381,391,,,FRANCISCO NAPOLEAO MAIA
10503,470.6,13/10/2008,Itau de Minas,RAFAEL DE OLIVEIRA
10382,421.1,14/10/2008,Belem,CECILIA ROLEMBERG PORTO
10504,328.7,,Patos de Minas,JOSE FELICIANO DE OLIVE
10383,501.6,16/10/2008,Governador Valadar,JOSE SILVA JUNIOR PROFE
10384,353.3,17/10/2008,Maceio,MARIA DE LOURDES DE FRA
10212,444.8,18/10/2008,Brasilia,JOAQUIM ANTONIO LADEIRA
10213,,19/10/2008,Salvador,OSWALDO CAMARGO PIRES P
10385,366.6,20/10/2008,Salvador,MARIA DE SAO LUIZ IRMA
10386,410.5,21/10/2008,Sao Goncalo do Ama,TIBURCIO ESTEVAM DE SIQ
10505,,22/10/2008,Anapolis,NATHANAEL SILVA PROFESS
10214,571.5,23/10/2008,Pindamonhangaba,GABRIEL PAULINO BUENO C
10506,382.4,24/10/2008,Sao Goncalo,HONORIO HEINRICH BERNAR
10387,413.5,25/10/2008,Florianopolis,ANTENOR SOARES GANDRA D
10507,514,26/10/2008,Sorocaba,ALBERTO FERREIRA REZEND
10328,359.1,27/10/2008,Sao Paulo,ANA PINTO DUARTE PAES P
10215,453.6,28/10/2008,Maceio,IVONY DE CAMARGO SALLES
10508,454.7,29/10/2008,Brasilia,LUCIRIO VALLI EMEB
10329,490,30/10/2008,Paracatu,MANOEL JOSE DA FONSECA
10330,428.2,31/10/2008,Paulista,JOSE POLLI
10388,476.5,01/11/2008,,MANUEL EUCLIDES DE BRIT
10389,410.4,02/11/2008,,ROSA PERRONE SCAVONE ET
10331,,,Pirassununga,BENEDITA ARRUDA PROFESS
11460,514.4,04/11/2008,Manaus,RANIERI MAZZILLI DEPUTA
10332,424.4,05/11/2008,Sao Paulo,SIQUEIRA DE MORAES CORO
10216,587.2,06/11/2008,Pirajui,CONDE DO PARNAIBA
10509,530.7,07/11/2008,Guarulhos,BARAO DE JUNDIAI
10217,,08/11/2008,Sao Paulo,ADONIRO LADEIRA PROFESS
10333,,09/11/2008,Sao Leopoldo,PAULO MENDES SILVA
10390,,10/11/2008,Formosa,RAFAEL MAURO DOUTOR
10218,412.8,,,ELOY DE MIRANDA CHAVES 
10219,411.3,12/11/2008,Recife,QUINZE DE OUTUBRO
10220,632.2,13/11/2008,Icapui,ALBERTINA FORTAREL PROF
10334,337.2,14/11/2008,Francisco Dantas,BENEDITO STORANI ETE
10391,494.8,15/11/2008,Vila Velha,DIOGENES DUARTE PAES
10335,445.3,16/11/2008,Porto Alegre,JERONIMO DE CAMARGO
10336,344.5,17/11/2008,Agrestina,GETULIO NOGUEIRA DE SA 
10337,,18/11/2008,Itai,
10338,382.8,19/11/2008,Uruguaiana,CESAR LACERDA DE VERGUE
10392,718.7,20/11/2008,Joao Pessoa,CESARIO COIMBRA DOUTOR
10221,384,21/11/2008,Goiania,ALBERTO FERES PREFEITO 
10510,339.4,22/11/2008,Ibirite,ANTONIO ALVES CAVALHEIR
10339,,23/11/2008,Sao Paulo,PAULO DE ALMEIDA NOGUEI
10340,392.8,24/11/2008,Aracaju,CESARINO BORBA
10341,,25/11/2008,,BRASIL
10222,786.2,26/11/2008,,JOSE OMETTO
10511,317,27/11/2008,Sao Jose do Rio Pr,VICENTE FERREIRA DOS SA
10393,417.8,,,YOLANDA SALLES CABIANCA
657,,29/11/2008,Curitiba,FRANCISCO GRAZIANO
716,,30/11/2008,,IGNACIO ZURITA JUNIOR
2175,546.2,01/12/2008,Porto Velho,JUSTINIANO WHITAKER DE 
1562,351.9,,Sao Paulo,LIONS CLUBE
2015,,03/12/2008,Belo Horizonte,ANTONIO PERCHES LORDELL
1563,,04/12/2008,Piuma,ANTONIO DE QUEIROZ PROF
2234,,05/12/2008,Goiania,LAZARO DUARTE DO PATEO 
2346,,06/12/2008,Santa Cruz do Capi,LEOVEGILDO CHAGAS SANTO
2235,,07/12/2008,Indaiatuba,RUTH RAMOS CAPPI PROFES
2072,507.9,08/12/2008,,ELY DE ALMEIDA CAMPOS P
2236,,,,GABRIEL POZZI PROFESSOR
2237,407.6,,Caruaru,ETEC TRAJANO CAMARGO
2238,369.8,11/12/2008,Balneario Camboriu,CASTELLO BRANCO
2017,727.2,12/12/2008,,JOSE AMARO RODRIGUES
1956,,13/12/2008,Castanhal,ARMANI PADRE
2018,,14/12/2008,,MARIA JULIA BUENO PROFA
2019,691.1,15/12/2008,Nilopolis,LUIZ MARTINI
2020,,16/12/2008,Belo Horizonte,GERALDO SORG PROF
1899,,18/12/2008,,VENANCIO CORONEL
1733,551,,,DONA SINHAZINHA
2289,762.6,20/12/2008,Santa Cruz do Sul,FRANCISCO ANTONIO GONCA
2239,578.5,21/12/2008,Ipiau,CAMILO LELLIS PROFESSOR
2123,517,22/12/2008,,JUCA LOUREIRO PROFESSOR
2290,775.2,,Belo Horizonte,LEME CARDEAL
2291,505.7,24/12/2008,Porto Alegre,
1621,397.9,,Brejoes,AGENOR DE CARVALHO CAPI
1564,638.1,26/12/2008,Vila Velha,
2240,656.1,,Capivari,ANALIA DE ALMEIDA BUENO
1565,515.2,28/12/2008,Antonina,ALMEIDA VERGUEIRO DR
1622,495.6,,Armacao dos Buzios,
1566,,30/12/2008,,BATISTA NOVAIS CORONEL
